post_title,sku,images,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:product-brand
"Bếp từ 3 vùng nấu IZ 6320 TEKA 10210173",10210173,"https://dev.vuahoanthien.com/wp-content/uploads/2022/12/Bep-tu-Teka-IZ-6320-10210173-800x800-1.png ! alt :  ! title : Bep-tu-Teka-IZ-6320-10210173-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/Bep-tu-Teka-IZ-6320-800x800-1.png ! alt :  ! title : Bep-tu-Teka-IZ-6320-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/Teka-IZ-6320-Bep-tu-800x800-1.png ! alt :  ! title : Teka-IZ-6320-Bep-tu-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/Bep-tu-Teka-IZ-6320-anhthucte-800x800-1.png ! alt :  ! title : Bep-tu-Teka-IZ-6320-anhthucte-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/Bep-tu-Teka-IZ-6320-bangdieukhien-800x800-1.png ! alt :  ! title : Bep-tu-Teka-IZ-6320-bangdieukhien-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/Bep-tu-Teka-IZ-6320-bangdieukhien01-800x800-1.png ! alt :  ! title : Bep-tu-Teka-IZ-6320-bangdieukhien01-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/Bep-tu-Teka-IZ-6320-bungbep-800x800-1.png ! alt :  ! title : Bep-tu-Teka-IZ-6320-bungbep-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/IZ-6320-800x800-1.png ! alt :  ! title : IZ-6320-800x800-1.png ! desc :  ! caption : ",simple,,"Thiết bị bếp > Bếp > Bếp từ|Giá sốc hôm nay","bếp|bếp Teka|bếp từ|Thiết bị bếp",,TEKA
"Bếp từ 3 vùng nấu IR 6320 TEKA 10210174",10210174,"https://dev.vuahoanthien.com/wp-content/uploads/2022/12/bep-tu-teka-ir-6320-Teka20IR-6320.png ! alt :  ! title : bep-tu-teka-ir-6320-Teka20IR-6320.png ! desc :  ! caption : ",simple,,"Thiết bị bếp > Bếp > Bếp từ|Giá sốc hôm nay","bếp|bếp Teka|bếp từ|Thiết bị bếp",,TEKA
"Bếp từ 3 vùng nấu IB 6310 TEKA 10210157",10210157,"https://dev.vuahoanthien.com/wp-content/uploads/2022/12/bep-tu-teka-ib-6310-Teka20IB206310.png ! alt :  ! title : bep-tu-teka-ib-6310-Teka20IB206310.png ! desc :  ! caption : ",simple,,"Thiết bị bếp > Bếp > Bếp từ|Giá sốc hôm nay","bếp|bếp Teka|bếp từ|Thiết bị bếp",,TEKA
"Bếp từ 3 vùng nấu IB 6315 TEKA 10210158",10210158,,simple,,"Thiết bị bếp > Bếp > Bếp từ|Giá sốc hôm nay","bếp|bếp Teka|bếp từ|Thiết bị bếp",,TEKA
"Bếp gas 2 vùng nấu CGW Lux 86 TC 2G AI AL TR TEKA 40217301",40217301,,simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 4 vùng nấu VR 90 4G AI AL TR TEKA 10205676",10205676,,simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 3 vùng nấu CGW Lux 86 3G AI AL TR TEKA 40215100",40215100,,simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 2 vùng nấu CGW Lux 86 2G AI AL TR TEKA 40215101",40215101,"https://dev.vuahoanthien.com/wp-content/uploads/2022/12/bep-gas-am-mat-kieng-teka-cgw-lux-86-2g-2tr-ci-Teka20CGW20Lux2086202G202TR20CI.png ! alt :  ! title : bep-gas-am-mat-kieng-teka-cgw-lux-86-2g-2tr-ci-Teka20CGW20Lux2086202G202TR20CI.png ! desc :  ! caption : ",simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 1 vùng nấu VT.2 1G AI AL CI TEKA 40228020",40228020,"https://dev.vuahoanthien.com/wp-content/uploads/2022/12/vt2-1g-ai-al-ci-800x800-1.png ! alt :  ! title : vt2-1g-ai-al-ci-800x800-1.png ! desc :  ! caption : ",simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 4 vùng nấu EW 60 4G AI AL CI TEKA 40218010",40218010,"https://dev.vuahoanthien.com/wp-content/uploads/2022/12/bep-ga-am-teka-ew-60-4g-Teka20EW2060204G.png ! alt :  ! title : bep-ga-am-teka-ew-60-4g-Teka20EW2060204G.png ! desc :  ! caption : ",simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 3 vùng nấu EX 60.1 3G TEKA 40212021",40212021,"https://dev.vuahoanthien.com/wp-content/uploads/2022/12/bep-ga-teka-ex-6-0-1-3g-40212021-800x800-1.png ! alt :  ! title : bep-ga-teka-ex-6-0-1-3g-40212021-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/01-bep-ga-teka-ex-6-0-1-3g-40212021-800x800-1.png ! alt :  ! title : 01-bep-ga-teka-ex-6-0-1-3g-40212021-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/02-bep-ga-teka-ex-6-0-1-3g-40212021-800x800-1.png ! alt :  ! title : 02-bep-ga-teka-ex-6-0-1-3g-40212021-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/03-bep-ga-teka-ex-6-0-1-3g-40212021-800x800-1.png ! alt :  ! title : 03-bep-ga-teka-ex-6-0-1-3g-40212021-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/04-bep-ga-teka-ex-6-0-1-3g-40212021-800x800-1.png ! alt :  ! title : 04-bep-ga-teka-ex-6-0-1-3g-40212021-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/05-bep-ga-teka-ex-6-0-1-3g-40212021-800x800-1.png ! alt :  ! title : 05-bep-ga-teka-ex-6-0-1-3g-40212021-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/06-bep-ga-teka-ex-6-0-1-3g-40212021-800x800-1.png ! alt :  ! title : 06-bep-ga-teka-ex-6-0-1-3g-40212021-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/402120202-800x800-1.jpg ! alt :  ! title : 402120202-800x800-1.jpg ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/kich-thuoc-bep-ga-ex-6-0-1-3g-ai-al-dr-ci-800x800-1.jpg ! alt :  ! title : kich-thuoc-bep-ga-ex-6-0-1-3g-ai-al-dr-ci-800x800-1.jpg ! desc :  ! caption : ",simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 2 vùng nấu VT.2 2G AI AL CI TEKA 40228040",40228040,"https://dev.vuahoanthien.com/wp-content/uploads/2022/12/vt2-2g-ai-al-ci-800x800-1.png ! alt :  ! title : vt2-2g-ai-al-ci-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/kich-thuoc-bep-ga-vt_2-2g-ai-al-ci-800x800-1.jpg ! alt :  ! title : kich-thuoc-bep-ga-vt_2-2g-ai-al-ci-800x800-1.jpg ! desc :  ! caption : ",simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 1 vùng nấu CGW 30.1 1G AI AL DR CI TEKA 40215010",40215010,"https://dev.vuahoanthien.com/wp-content/uploads/2022/12/bep-gas-don-am-teka-efx-30-1-1g.jpg ! alt :  ! title : bep-gas-don-am-teka-efx-30-1-1g.jpg ! desc :  ! caption : ",simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 2 vùng nấu GK Lux 75 2G AI AL TEKA 40232007",40232007,,simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 3 vùng nấu EX/60 3G AI AL TEKA 40222820",40222820,,simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas kết hợp điện 3 vùng nấu E/730 2G 1P TEKA 40203630",40203630,,simple,,"Thiết bị bếp > Bếp > Bếp kết hợp|Giá sốc hôm nay","bếp|bếp kết hợp|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 3 vùng nấu GK Lux 86.1 3G AI AL 2TR TEKA GK863G",GK863G,,simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 3 vùng nấu Lux 86 3G AI AL TEKA 40232006",40232006,,simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 3 vùng nấu GVI 78 3G AI AL 2TR TEKA GVI783G",GVI783G,,simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 3 vùng nấu GT Lux 86 3G AI AL TEKA 40240302",40240302,,simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 1 vùng nấu EFX 30.1 1G AI AL DR TEKA 40214030",40214030,,simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 2 vùng nấu GK Lux 73 2G AI AL TEKA 40232003",40232003,,simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 2 vùng nấu GVI 75 2G AI AL 2TR TEKA GVI752G",GVI752G,,simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 2 vùng nấu GSI 73 2G AI AL TR TEKA 40240306",40240306,"https://dev.vuahoanthien.com/wp-content/uploads/2022/12/bep-gas-teka-GSI-73-2G-AI-AL-TR-40240306-800x800-1.png ! alt :  ! title : bep-gas-teka-GSI-73-2G-AI-AL-TR-40240306-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/Bep-gas-Teka-GSI-73-2G-AI-AL-TR-40240306-kichthuoc-800x800-1.png ! alt :  ! title : Bep-gas-Teka-GSI-73-2G-AI-AL-TR-40240306-kichthuoc-800x800-1.png ! desc :  ! caption : ",simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 2 vùng nấu EM-30 2G AI TEKA 10209610",10209610,"https://dev.vuahoanthien.com/wp-content/uploads/2022/12/bep-gas-teka-em-30-2g-ai-10209610-800x800-1.png ! alt :  ! title : bep-gas-teka-em-30-2g-ai-10209610-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/kich-thuoc-bep-ga-em30-2g-ai-al-800x800-1.jpg ! alt :  ! title : kich-thuoc-bep-ga-em30-2g-ai-al-800x800-1.jpg ! desc :  ! caption : ",simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 2 vùng nấu GK Lux 73.1 2G AI AL 2TR TEKA 112580008",112580008,"https://dev.vuahoanthien.com/wp-content/uploads/2022/12/bep-gas-teka-112580008-800x800-1.png ! alt :  ! title : bep-gas-teka-112580008-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/01-Bep-ga-Teka-112580008-800x800-1.png ! alt :  ! title : 01-Bep-ga-Teka-112580008-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/02-Bep-ga-Teka-112580008-800x800-1.png ! alt :  ! title : 02-Bep-ga-Teka-112580008-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/03-Bep-ga-Teka-112580008-800x800-1.png ! alt :  ! title : 03-Bep-ga-Teka-112580008-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/04-Bep-ga-Teka-112580008-800x800-1.png ! alt :  ! title : 04-Bep-ga-Teka-112580008-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/05-Bep-ga-Teka-112580008-800x800-1.png ! alt :  ! title : 05-Bep-ga-Teka-112580008-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/06-Bep-ga-Teka-112580008-800x800-1.png ! alt :  ! title : 06-Bep-ga-Teka-112580008-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/07-Bep-ga-Teka-112580008-800x800-1.png ! alt :  ! title : 07-Bep-ga-Teka-112580008-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/08-Bep-ga-Teka-112580008-800x800-1.png ! alt :  ! title : 08-Bep-ga-Teka-112580008-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/Bep-gas-Teka-112580008-kichthuoc-800x800-1.png ! alt :  ! title : Bep-gas-Teka-112580008-kichthuoc-800x800-1.png ! desc :  ! caption : ",simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 2 vùng nấu GT Lux 75 2G AI AL 2TR TEKA 40240120",40240120,"https://dev.vuahoanthien.com/wp-content/uploads/2022/12/bep-gas-teka-40240120-800x800-1.png ! alt :  ! title : bep-gas-teka-40240120-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/402401201-800x800-1.jpg ! alt :  ! title : 402401201-800x800-1.jpg ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/402401203-800x800-1.jpg ! alt :  ! title : 402401203-800x800-1.jpg ! desc :  ! caption : ",simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
"Bếp gas 2 vùng nấu GS 73 AI AL 2TR TEKA 40240201",40240201,"https://dev.vuahoanthien.com/wp-content/uploads/2022/12/bep-gas-teka-GS-73-AI-AL-2TR-40240201-800x800-1.png ! alt :  ! title : bep-gas-teka-GS-73-AI-AL-2TR-40240201-800x800-1.png ! desc :  ! caption :  | https://dev.vuahoanthien.com/wp-content/uploads/2022/12/Bep-Gas-Teka-GS-73-AI-AL-2TR-40240201-kichthuoc-800x800-1.png ! alt :  ! title : Bep-Gas-Teka-GS-73-AI-AL-2TR-40240201-kichthuoc-800x800-1.png ! desc :  ! caption : ",simple,,"Thiết bị bếp > Bếp > Bếp gas|Giá sốc hôm nay","bếp|bếp gas|bếp Teka|Thiết bị bếp",,TEKA
